Protein Group#,Protein Accession #,Protein Description,GN,PSM#,Total Peptide#,Unique Peptide#,% Coverage,Ctrl1,Ctrl2,Ctrl3,Ctrl4,Ctrl5,Ctrl6,Ctrl7,Ctrl8,Ctrl9,Ctrl10,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10
SJPG0101717.001,sp|Q8NBU5|ATAD1_HUMAN,ATPase family AAA domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ATAD1 PE=1 SV=1,ATAD1,77,15,0,41.55,2024927.08,1042102.4,1332617.16,1031081.01,2297422.3,862427.19,2076220.84,1303814.22,773329.1,1555375.93,1506556.25,1447811.8,995422.98,1138845.38,1396850.51,1601585.03,2076470.01,1501032.39,1327799.37,719323.06
SJPG0101647.002,sp|Q5T8D3-2|ACBD5_HUMAN,Isoform 2 of Acyl-CoA-binding domain-containing protein 5 OS=Homo sapiens OX=9606 GN=ACBD5,ACBD5,19,11,0,26.12,612810.77,363201.33,468944.02,341849.89,658838.55,320401.59,573952.86,493880.94,276810.38,389689.01,622938.18,466599.02,390963.88,389766.25,595122.37,588223.26,620318.18,397236.91,483066.91,337697.02
SJPG0102380.001,sp|P41252|SYIC_HUMAN,"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=IARS1 PE=1 SV=2",IARS1,169,54,0,44.45,911630.89,622710.12,593029.93,558148.59,1149129.4,453453.24,999701.8,762348.86,498015.2,852963.71,853717.61,717583.6,538427.9,592934.23,835365.57,732435.96,832060.76,745246.47,717782.27,441191.89
SJPG0101769.001,sp|P47755|CAZA2_HUMAN,F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3,CAPZA2,108,13,0,72.38,2088800.57,2112261.86,2198327.73,2137044.52,2638950.54,1856040.62,2094176.85,1996817.32,1650416.3,2487209.17,2017542.92,2364830.91,1927972.38,2050112.72,2404938.96,1833429.09,2369327.6,2160877.7,2130048.4,2148952.73
SJPG0102975.001,sp|P82650|RT22_HUMAN,"28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1",MRPS22,44,20,9,58.05,1291635.88,865576.31,909506.31,894532.82,1614786.08,638618.64,1649099.21,1027321.98,476058.58,802790.93,1061400.49,1129507.68,671598.33,846474.09,1270113.73,1149433.04,1557060.1,1316840.5,976616.59,815274.93
SJPG0103444.001,sp|O95816|BAG2_HUMAN,BAG family molecular chaperone regulator 2 OS=Homo sapiens OX=9606 GN=BAG2 PE=1 SV=1,BAG2,15,8,1,49.76,416855.93,311909.41,352568.23,349052.59,481947.04,299142.89,454939.84,358991.34,275371.3,326710.44,340183.87,361772.23,326869.64,322859.35,385864.64,327907.81,389823.16,304279.44,359468.49,261958.8
SJPG0145943.001,cu|MAP2_R423K|snp,MAP2|uc002vdc.1|R423K|chr2:210558162-210558162.G_A,NA,31,5,1,80.31,634757.63,949886.53,593797.92,656333.57,1124624.36,626415.72,757812.97,1193875.74,936007.48,993641.88,1278467.15,1321264.19,1244457.03,1173198.03,1300700.27,923592.75,967446.94,861782.72,1152184.83,1071582.78
SJPG0100079.005,tr|Q59EX7|Q59EX7_HUMAN,Synapsin-3 variant (Fragment) OS=Homo sapiens OX=9606 PE=2 SV=1,NA,127,30,0,53.52,8209487.74,4950167.32,6352221.86,4388031.68,6893856.81,4107409.97,9263808.11,7094780.99,4304011.37,6873352.22,5689121.53,7276434.77,5881588.35,7412345.34,7633764.36,9671300.39,8990203.97,5612590.89,5917208.13,3957570.81
SJPG0106670.001,sp|P15735|PHKG2_HUMAN,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform OS=Homo sapiens OX=9606 GN=PHKG2 PE=1 SV=1",PHKG2,7,5,0,15.02,75330.36,65014.72,78785.37,61738.08,75225.37,66914.64,70008.63,59478.5,63850.34,66742.04,70587,73350.23,71998.79,69836.16,79204.86,82214.7,81079.05,71824.25,70076.59,70382.98
SJPG0101386.001,sp|P11441|UBL4A_HUMAN,Ubiquitin-like protein 4A OS=Homo sapiens OX=9606 GN=UBL4A PE=1 SV=1,UBL4A,20,6,1,37.58,354897.29,291287.33,360348.87,287940.8,456039.98,250647.73,444862.78,315639.19,197073.63,261509.65,352420.19,333221.79,304811.88,357936.61,404676.39,401503.61,404498.02,235286.03,324935.63,265290.42
SJPG0102491.001,sp|Q02410|APBA1_HUMAN,Amyloid-beta A4 precursor protein-binding family A member 1 OS=Homo sapiens OX=9606 GN=APBA1 PE=1 SV=3,APBA1,48,22,1,30.94,599457.48,563899.69,576638.54,522527.64,680926.58,434341.01,592089.25,592935.83,599722.84,554736.2,515518.35,613242.24,625498.79,635707.88,599028.93,658806.06,657101.55,517209.15,672093.61,497459.01
SJPG0102577.001,sp|Q9UPP5|K1107_HUMAN,AP2-interacting clathrin-endocytosis protein OS=Homo sapiens OX=9606 GN=KIAA1107 PE=1 SV=3,KIAA1107,42,24,0,19,773191.78,832711.31,750045.89,677471.56,894609.15,671599.54,767205.61,782340.14,901731.64,748476.4,937922.45,1243327.25,1078655.71,1017150.41,1040618.15,1062623.55,1169583.9,954504.53,926184.79,1192635.47
SJPG0101642.003,tr|A0A096LP25|A0A096LP25_HUMAN,AP2-associated protein kinase 1 (Fragment) OS=Homo sapiens OX=9606 GN=AAK1 PE=1 SV=1,AAK1,14,6,0,14.48,1628066.18,1391293.5,1442296.34,1306393.57,1670475.79,1330947.3,1842944.69,1638384.14,1479878.27,1647254.7,1481626.78,2207750.61,1811290.94,1887678.16,1996482.92,1672345.96,2291017.37,1454177.76,1553256.41,1365755.52
SJPG0101974.001,sp|Q14157|UBP2L_HUMAN,Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2,UBAP2L,69,19,0,25.39,1358036.99,988526.67,1207363.41,948481.67,1894469.54,939547.83,1744249.8,1081606.99,1408457.22,1062456.98,1397806.45,1424367.3,1328042.99,1567897.85,1365590.61,1321543.29,1744247.04,1178843.12,1351500.16,1365018.61
SJPG0102441.001,sp|Q96DV4|RM38_HUMAN,"39S ribosomal protein L38, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL38 PE=1 SV=2",MRPL38,24,13,3,36.58,410450.66,385544.58,397951.06,405944.29,442570.36,288131.02,518351.77,363553.18,278185.48,387119.56,333308.54,390054.81,313598.99,341310.7,424771.01,391103.53,450382.92,484316.73,361327.2,362159.55
SJPG0101979.001,sp|O95793|STAU1_HUMAN,Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2,STAU1,16,9,0,18.54,223610.49,183122.76,209718.27,178744.73,259442.29,187124.29,253991.91,206381.07,184626.22,195006.9,287352.05,222025.82,225477.69,216030.3,244632.87,248810.24,273328.68,204068.15,230209.41,180508.47
SJPG0100425.004,sp|Q08495-4|DEMA_HUMAN,Isoform 4 of Dematin OS=Homo sapiens OX=9606 GN=DMTN,DMTN,118,22,0,55.34,4777003.6,3949714.54,3639588.77,3590506.18,4779630.06,2289739.25,3960507.12,4518331.98,4590355.55,5204451.33,4119147.02,4741105.85,3815631.25,3961236.31,5190570.53,4141470.05,4692866.5,3986705.22,5250685.29,4160858.69
SJPG0102395.001,sp|Q49MG5|MAP9_HUMAN,Microtubule-associated protein 9 OS=Homo sapiens OX=9606 GN=MAP9 PE=1 SV=3,MAP9,2,2,0,3.4,97912.37,72635.59,64849.23,74003.89,78130.9,79500.67,105247.55,81311.26,80832.11,85970.23,116093.44,78131.5,61146.12,88704.67,87556.99,102004.01,95065.87,88804.07,79799.67,82314.21
SJPG0138584.001,cu|EPB41L3_P617S|snp,EPB41L3|uc002kmu.1|P617S|chr18:5397383-5397383.G_A,NA,26,4,0,78.68,3780444.14,2352778.98,3022430.73,2090342.92,3584644.19,1788520.12,3702922.9,3322220.01,2563232.73,3146484.73,2828922.47,3653625.36,3059252.39,3201268.28,3511055.94,3416727.84,4063655.53,2958246.27,3299042.01,1753734.79
SJPG0100390.001,sp|Q9NX63|MIC19_HUMAN,MICOS complex subunit MIC19 OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=1,CHCHD3,31,12,0,53.3,1496776.21,2142899.81,1904097.62,1799831.56,1580815.13,1260059.49,1487573.56,1649851.63,1956617.26,2140977.13,1162805.26,2078551.94,1729839.54,1894552.72,1788918.9,1603729.93,1595506.08,1610511.31,1443226.57,1830243.3
SJPG0104606.001,sp|Q7Z4G1|COMD6_HUMAN,COMM domain-containing protein 6 OS=Homo sapiens OX=9606 GN=COMMD6 PE=1 SV=1,COMMD6,4,3,0,38.82,130163.59,139366.1,109223.4,139408.88,165959.71,118476.85,123642.19,144304.01,116656.56,137018.55,195942.95,152793,119866.92,105795.12,167194.76,122423.1,154112.56,131232.24,147665.24,137333.58
SJPG0102577.002,sp|Q9UPP5-2|K1107_HUMAN,Isoform 2 of AP2-interacting clathrin-endocytosis protein OS=Homo sapiens OX=9606 GN=KIAA1107,KIAA1107,43,25,0,22.59,772824.01,833108.48,747424.4,677291.26,895467.65,664447.83,770483.08,782250.79,898212.63,749438.68,942708,1253528.6,1080746.99,1021948.51,1044697.83,1051005.3,1186666.7,953379.41,921565.39,1188053.15
SJPG0101316.001,sp|Q9Y2Y0|AR2BP_HUMAN,ADP-ribosylation factor-like protein 2-binding protein OS=Homo sapiens OX=9606 GN=ARL2BP PE=1 SV=1,ARL2BP,6,4,0,26.99,171561.25,140028.92,147425.23,152647.33,177473.14,133502.29,168074.23,167454.59,114409.23,149821.68,157370.87,152966.16,144651.33,120319,162092.74,142334.21,147861.81,126457.96,150397.04,133188.25
SJPG0101265.001,sp|Q8IV50|LYSM2_HUMAN,LysM and putative peptidoglycan-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LYSMD2 PE=1 SV=1,LYSMD2,14,7,4,39.07,408121.01,395274.25,345747.81,380792.62,443574.93,248299.8,378130.38,474208.87,446492.83,495633.92,375490.39,433473.98,330016.99,367784.35,486142.79,362375.56,439318.36,415730.37,478845.14,367415.2
SJPG0100425.001,sp|Q08495|DEMA_HUMAN,Dematin OS=Homo sapiens OX=9606 GN=DMTN PE=1 SV=3,DMTN,124,25,0,60.25,4802821.56,3949848.21,3657523.87,3620516.83,4772280.02,2319274.52,4003981.52,4545451.3,4596534.93,5261656.17,4098952.59,4701272.47,3798191.51,3928169.93,5152761.09,4117378.58,4662619.94,3954501.04,5242968.49,4086996.82
SJPG0105956.001,sp|Q8IYB1|M21D2_HUMAN,Protein MB21D2 OS=Homo sapiens OX=9606 GN=MB21D2 PE=1 SV=3,MB21D2,1,1,1,1.83,85424.65,87048.56,92403.54,87145.31,102131.68,75682.7,94815.01,100514.33,63475.94,103085.49,75984.62,69088.44,90275.51,79739.66,88321.87,94833.51,87985.28,77738.98,91105.46,60358.35
SJPG0121678.001,sp|Q8N831|TSYL6_HUMAN,Testis-specific Y-encoded-like protein 6 OS=Homo sapiens OX=9606 GN=TSPYL6 PE=1 SV=1,TSPYL6,1,1,1,5.37,93640.16,76478.69,77379.35,58805.13,104643.52,39489.28,94629.63,94001.33,79228.2,103325,84754.21,67574.08,60885.71,70235.71,80198.9,78170.64,77900.85,97803.4,85040.87,53153.54
SJPG0101513.001,sp|P59780|AP3S2_HUMAN,AP-3 complex subunit sigma-2 OS=Homo sapiens OX=9606 GN=AP3S2 PE=2 SV=1,AP3S2,9,4,0,20.21,309319.52,267891.39,211326.88,244218.35,369390.58,175269.4,316621.65,358394.01,172806.34,255367.2,277193.34,299746.84,196182.9,225595.26,277335.68,210648.42,318589.96,241154.81,285958.29,182970.45
SJPG0105651.001,sp|P50851|LRBA_HUMAN,Lipopolysaccharide-responsive and beige-like anchor protein OS=Homo sapiens OX=9606 GN=LRBA PE=1 SV=4,LRBA,43,24,0,8.42,556981.02,453938.72,484635.58,483667.85,644125.54,408069.93,532037.96,458369.16,522289.1,508254.28,495402.59,541870.88,518659.22,466564.88,531534.65,573903.27,567307.2,477526,558605.49,434668.65
SJPG0102817.001,sp|Q9UMZ2|SYNRG_HUMAN,Synergin gamma OS=Homo sapiens OX=9606 GN=SYNRG PE=1 SV=2,SYNRG,32,22,0,20.24,316894.17,288620.88,299033.64,267437.52,358680.15,224835.37,337124.64,294850.07,315273.75,301996.54,309589.19,376987.99,382710.35,330667.4,362362.08,309480.44,390610.12,278531.07,363835.69,354565.7
SJPG0102192.001,sp|Q96HH9|GRM2B_HUMAN,GRAM domain-containing protein 2B OS=Homo sapiens OX=9606 GN=GRAMD2B PE=1 SV=1,GRAMD2B,12,7,0,21.76,398900.23,251219.41,323295.71,285115.2,281661.37,207729.54,330254.79,330391.57,244653.49,325530.67,397252.26,284140.25,230701.47,255036,345377.39,366193.73,383401.3,272689.31,331465.22,208463.45
SJPG0100425.002,sp|Q08495-2|DEMA_HUMAN,Isoform 2 of Dematin OS=Homo sapiens OX=9606 GN=DMTN,DMTN,116,23,0,59.27,4777988.52,3946980.35,3677517.26,3627354.21,4767582.58,2276855.87,4013165.28,4691258.07,4687709.66,5292530.01,4140281.86,4646661.69,3814452.56,3951023.96,5238062.7,4117762.47,4590585.55,3883472.84,5256849.42,4053314.34
SJPG0110784.001,sp|Q8IVF6|AN18A_HUMAN,Ankyrin repeat domain-containing protein 18A OS=Homo sapiens OX=9606 GN=ANKRD18A PE=2 SV=3,ANKRD18A,7,3,0,1.71,273919.98,189857.34,224296.97,149467.37,389221.92,119968.84,249689.77,216527.19,135459.47,163646.05,295311.98,297560.57,229001.49,233890.8,385000.07,260465.4,347951.4,163661.85,310052,204364.87
SJPG0103043.001,sp|P82673|RT35_HUMAN,"28S ribosomal protein S35, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS35 PE=1 SV=1",MRPS35,32,12,8,31.89,381857.48,297121.31,288560.31,336049.2,447736.37,217189.91,349744.24,410622.59,234150.35,313575.45,426339.84,382914.1,231689.88,268354.17,411650.37,288017.13,510830.36,499583.73,315284.04,314836.52
SJPG0100075.002,sp|Q9Y2J2-2|E41L3_HUMAN,Isoform 2 of Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3,EPB41L3,1021,74,0,67.98,24521244.1,19651420.04,21178386.54,17755801.93,21785866.18,15113132.04,22428518.19,23137926.61,20629434.87,23430346.39,21483875.18,26293980.77,22267998.72,21909608.69,26622328.96,22842400.88,27989296.19,24491952.32,23015702.43,15504942.57
SJPG0101894.001,sp|Q96GC5|RM48_HUMAN,"39S ribosomal protein L48, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL48 PE=1 SV=2",MRPL48,14,5,0,25,425113.15,429303.59,459768.86,527656.94,459873.49,362031.06,512582.97,430320.84,428928.59,478693.69,453885.94,480585.93,410762.97,405382.57,518660.46,405969.18,445953.65,630245.71,397537.67,492350.44
SJPG0100662.001,sp|P28289|TMOD1_HUMAN,Tropomodulin-1 OS=Homo sapiens OX=9606 GN=TMOD1 PE=1 SV=1,TMOD1,30,13,3,39.83,454087.01,460137.7,396709.34,407165.02,544068.1,356225.88,478118.97,431651.22,436658.6,514526.41,448021.83,505603.44,571222.77,528871.73,507485.51,478576.52,518614.97,404079.5,495313.37,472227.57
SJPG0105529.001,sp|Q16816|PHKG1_HUMAN,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform OS=Homo sapiens OX=9606 GN=PHKG1 PE=2 SV=3",PHKG1,7,5,0,14.73,142128.04,107030.38,90898.28,100933.6,187744.31,80847.02,119147.56,125558.34,91091.44,126760.08,144750.27,123941.96,78627.73,93027.79,121477.78,103846.4,141616.48,131023.97,116540.22,104865.03
SJPG0101721.001,sp|P19022|CADH2_HUMAN,Cadherin-2 OS=Homo sapiens OX=9606 GN=CDH2 PE=1 SV=4,CDH2,65,18,1,26.71,1362608.08,934497.6,1001341.08,762460.09,2074363.08,736276.77,1113355.2,1099914.66,689160.37,924355.51,1383978.62,1414904.33,1001401.51,1027873.14,1912960.53,1153806.98,1527071.95,794719.91,1419294.68,906904.83
SJPG0102577.003,tr|A0A291NFE5|A0A291NFE5_HUMAN,BTB domain protein OS=Homo sapiens OX=9606 GN=KIAA1107 PE=2 SV=1,KIAA1107,49,30,1,19.31,800222.16,834463.55,767907.21,695346.7,910968.74,668750.77,780621.49,801573.25,903366.65,766675.07,952799.7,1225463.83,1077223.33,1023536.55,1033779.76,1066914.18,1195705.45,959314.73,937110.34,1200872.67
SJPG0101963.001,sp|Q3ZCQ8|TIM50_HUMAN,Mitochondrial import inner membrane translocase subunit TIM50 OS=Homo sapiens OX=9606 GN=TIMM50 PE=1 SV=2,TIMM50,24,9,0,28.61,639755.15,657423.77,476611.06,678857.96,623200.53,384319.98,578552.6,706200.28,554628.59,778998.11,568685.82,597244.19,426492.03,466253.81,608360.36,499741.78,658324.32,725527.36,548450.15,498261.3
SJPG0104610.001,sp|Q8TAE8|G45IP_HUMAN,Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens OX=9606 GN=GADD45GIP1 PE=1 SV=1,GADD45GIP1,1,1,1,4.5,280842.76,360335.27,278814.55,358904.22,274362.42,240271.63,294424.93,348599.37,240716.11,436970.58,341429.92,345380.72,284720.74,277390.57,417671.45,277535.02,318779.2,454226.69,290729.77,294130.88
SJPG0101513.003,tr|H0YLI7|H0YLI7_HUMAN,AP-3 complex subunit sigma-2 OS=Homo sapiens OX=9606 GN=AP3S2 PE=1 SV=1,AP3S2,9,4,0,19.02,309319.52,267891.39,211326.88,244218.35,369390.58,179811.07,310657.46,358176.64,175032.58,261508.98,277193.34,299746.84,196182.9,225595.26,277335.68,208917.42,316456.68,243548.3,284506.69,186117.68
SJPG0104006.001,sp|Q12983|BNIP3_HUMAN,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 OS=Homo sapiens OX=9606 GN=BNIP3 PE=1 SV=3,BNIP3,7,4,3,15.44,231944.11,188457.92,179966.17,140158.32,219920.09,149129.15,184066.88,215324.81,160611.24,212537.38,214998.52,198255.38,153071.99,149123.85,214116.25,160102.91,177156.43,189120.4,157037.41,199223.06
SJPG0105859.001,sp|Q15751|HERC1_HUMAN,Probable E3 ubiquitin-protein ligase HERC1 OS=Homo sapiens OX=9606 GN=HERC1 PE=1 SV=2,HERC1,89,58,40,14.59,503471.18,427509.75,472145.09,393917.04,577684.01,393391.01,553784.74,430755.55,417372.84,426908.25,479453.75,524022.99,485575.7,494104.2,535025.1,526537.64,529035.34,443275.58,489507.42,437191.1
SJPG0100075.004,sp|Q9Y2J2-4|E41L3_HUMAN,Isoform 4 of Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3,EPB41L3,1064,75,0,70.21,22713844.57,18157519.39,19555060.83,16327098.46,20159732.68,13673621.98,20677830.72,21479042.15,19109178.82,21746604.79,19918194.02,24349930.18,20639870.63,20180231.02,24763210.04,21189929.91,26233397.05,22812900.19,21403291.48,14089434.46
SJPG0102265.010,sp|O94979-10|SC31A_HUMAN,Isoform 10 of Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A,SEC31A,187,39,0,34.65,1647059.58,1361992.43,1376056.28,1393787.61,1793694.49,1243480.5,1657018.59,1401619.27,1586780.21,1508398.59,1534861.33,1462131.83,1296133.92,1388303.97,1504414.83,1476126.48,1660019.47,1409257.01,1538878.01,1048675.9
SJPG0102160.010,tr|A0A2R8Y6D7|A0A2R8Y6D7_HUMAN,Kv channel-interacting protein 2 OS=Homo sapiens OX=9606 GN=KCNIP2 PE=1 SV=1,KCNIP2,6,4,0,13.04,209381.49,165853.05,165058.05,148701.19,233359.89,141720.12,178742.83,193304.28,191837.58,211768.93,202598.64,259030.2,246841.48,210056.09,244141,212338.78,211906.47,191903.47,218061.98,219909.15
SJPG0100075.001,sp|Q9Y2J2|E41L3_HUMAN,Band 4.1-like protein 3 OS=Homo sapiens OX=9606 GN=EPB41L3 PE=1 SV=2,EPB41L3,1095,76,2,58.14,24656405.93,19559720.7,21227713.53,17589031,21987683.45,15030262.24,22620706.76,23258486.09,20438928.02,23342159.98,21532962.84,26437195.92,22297101.85,21868884.59,26798584.28,22861469.1,28223303.14,24457316.71,23000386.63,15213084.35
SJPG0101879.001,sp|Q8TDJ6|DMXL2_HUMAN,DmX-like protein 2 OS=Homo sapiens OX=9606 GN=DMXL2 PE=1 SV=2,DMXL2,482,132,0,50.79,2100363.42,1815254.31,1781075.54,1791988.65,2907438.2,1175668.56,2723893.34,1794666.36,1818440.78,2037256.16,1714762.56,1729695.34,1430363.89,1707500.26,1860892.43,2114110.51,2099774.2,1830161.07,1810648.25,1208323.87
SJPG0102817.002,sp|Q9UMZ2-3|SYNRG_HUMAN,Isoform 2 of Synergin gamma OS=Homo sapiens OX=9606 GN=SYNRG,SYNRG,35,23,0,22.82,315119.6,289407.23,297354.55,265480.03,360380.63,224583.19,337298.82,294430.16,316143.46,301799.45,303476.62,380508.18,394847.2,336436.06,372332.08,309561.58,393071.42,278036.63,365767.37,356321.97
SJPG0104324.001,sp|P55283|CADH4_HUMAN,Cadherin-4 OS=Homo sapiens OX=9606 GN=CDH4 PE=2 SV=2,CDH4,14,3,0,3.93,551974.92,374134.61,441572.22,322060.54,838275.93,311057.17,468881.82,415287.86,321496.01,375380.71,571211.92,616927.6,408190.94,436016.48,834862.13,515116.95,625997.69,357150.16,609353.28,403283.11
SJPG0100762.001,sp|O75489|NDUS3_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS3 PE=1 SV=1",NDUFS3,126,20,0,63.26,2764820.32,3682304.87,2481090.84,4022199.88,2973009.07,1884333.96,3966654.9,3476261.91,2092471.24,3360650.69,2251818.45,3343912.15,2225142.12,2509130.86,3449577.64,1841383.85,2896985.56,3996912.88,2623204.9,1899256.3
SJPG0103600.001,sp|Q9Y399|RT02_HUMAN,"28S ribosomal protein S2, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS2 PE=1 SV=1",MRPS2,16,5,0,16.55,411712.5,354137.63,361529.46,376474.56,470974.48,239451.04,459539.19,405603.88,268123.74,355628.95,396793.6,419715.92,294177.28,352417.53,427655.56,367385.63,557570.59,508286.94,367111.63,364340.35
SJPG0100926.001,sp|Q16718|NDUA5_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens OX=9606 GN=NDUFA5 PE=1 SV=3,NDUFA5,55,7,0,67.24,1587258.98,1902275.21,1504109.03,2136348.1,1520750.69,1187017.88,1829403.06,1601258.85,1471966.05,1630261.59,1321221.28,1848907.79,1270237.1,1545830.29,1801228.53,1259327.67,1685518.69,2140829.79,1496874.82,1398537.64
SJPG0104344.001,sp|Q9Y3D3|RT16_HUMAN,"28S ribosomal protein S16, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS16 PE=1 SV=1",MRPS16,13,4,0,39.41,339532.57,254061.79,286504.31,242260.35,390973.29,201638.69,429508.2,309054.32,172689.29,232618.97,266317.91,295444.98,239409.11,279754.75,323720.87,312098.2,342542.31,345731.49,288257.9,269077.28
SJPG0101098.006,tr|A0A0A0MS29|A0A0A0MS29_HUMAN,Mitochondrial fission factor OS=Homo sapiens OX=9606 GN=MFF PE=1 SV=1,MFF,45,13,0,66.51,1328813.54,675924.24,956991.93,643256.86,1309574.99,653530.51,1307688.04,854134.87,526992.32,860093.79,936088.73,979472.94,848707.88,888482.6,1071978.71,1103576,1219684.32,826977.2,959029.64,572688.83
SJPG0101435.001,sp|P36957|ODO2_HUMAN,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4",DLST,168,22,0,40.18,6553718.76,5422119.86,4775330.9,3791612.37,4257605.21,3003141.68,3758203.66,5180942.24,2963223.24,3297214.46,4417591.84,5482045.15,3431901.76,3591657.24,5588444.63,3181212.47,7333934.32,6658670.42,4220276.39,3283389.56
SJPG0102265.012,tr|A0A1S5UZ19|A0A1S5UZ19_HUMAN,Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=2 SV=1,SEC31A,194,41,1,38.89,1650103.64,1357017.9,1378009.88,1387960.39,1804072.71,1235952.86,1660756.46,1401207.44,1583052.25,1509001.96,1540799.39,1462986.44,1296200.59,1386357.54,1513181.06,1477436.05,1672695.04,1406429.22,1544784.49,1040379.44
SJPG0101562.001,sp|P07814|SYEP_HUMAN,Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5,EPRS1,200,65,0,48.68,1206208.06,856870.74,833411.67,832366.21,1496719.9,666472.49,1299750.77,981718.4,744232.36,1116414.68,1244404.05,1010095.04,758304.61,829904.18,1197531.8,1033716.49,1177467.91,1014448.33,1032618.18,704985.67
SJPG0146926.002,cu|MRPS27_P197S|snp,MRPS27|uc003kca.4|P197S|chr5:71521964-71521964.G_A,NA,13,4,0,57.37,544509.7,455279.55,506514.24,530083.27,557797.14,289229.78,619572.07,559313.73,299762.39,446171.92,460049.19,450534.95,416636.23,371426.15,565208.41,376310.47,653454.75,701518.97,492428.52,336143.33
SJPG0103402.001,sp|Q9HBT6|CAD20_HUMAN,Cadherin-20 OS=Homo sapiens OX=9606 GN=CDH20 PE=2 SV=2,CDH20,4,4,4,5.99,298856.71,204424.49,229022.99,184549.44,316747.2,154324.39,318098.02,215911.28,147195.37,211147.61,315880.52,254482.27,261761.37,230897.23,294392.63,245604.48,312788.95,201519.63,265577.39,171237.25
SJPG0100079.004,tr|B4DTE0|B4DTE0_HUMAN,"cDNA FLJ57587, highly similar to Synapsin-3 OS=Homo sapiens OX=9606 PE=2 SV=1",NA,35,12,0,74.19,4225432.69,2323846.53,3279867.02,2053111.42,3245103.79,2013028.29,4731300.62,3673966.43,2116406.31,3374798.88,2903239.46,4130560.42,3330191.97,4023431.52,4292840.92,5280020.31,4940242.67,2796313.8,2830903.86,1881365.75
SJPG0104282.001,sp|Q32MZ4|LRRF1_HUMAN,Leucine-rich repeat flightless-interacting protein 1 OS=Homo sapiens OX=9606 GN=LRRFIP1 PE=1 SV=2,LRRFIP1,21,10,0,13.49,295607.4,260446.86,272868.7,298436.9,323875.41,234038.64,321570.35,276126.85,317620.9,255688.18,250664.86,394780.6,249026.55,284049.32,349532.84,315230.64,322538.17,272244.4,318427.1,288406.98
